,humidity,spencer.hum
152,10.54351069,0.009326023
153,10.60126681,0.009377784
154,10.65818019,0.009574443
155,10.71423397,0.009875391
156,10.76941153,0.009849506
157,10.82369652,0.009861123
158,10.87707286,0.009943518
159,10.92952474,0.010162415
160,10.9810366,0.010406406
161,11.03159319,0.010586638
162,11.08117952,0.010683546
163,11.1297809,0.010541856
164,11.17738294,0.010287766
165,11.22397151,0.010285307
166,11.26953283,0.010470932
167,11.31405338,0.010684641
168,11.35751997,0.010766986
169,11.39991973,0.010689503
170,11.4412401,0.010589882
171,11.48146882,0.010640728
172,11.52059397,0.010789859
173,11.55860397,0.010931222
174,11.59548755,0.010992595
175,11.63123378,0.011069535
176,11.66583206,0.011225946
177,11.69927215,0.011234099
178,11.73154414,0.011205678
179,11.76263846,0.011320676
180,11.7925459,0.01135878
181,11.8212576,0.011242752
182,11.84876505,0.01129229
183,11.87506009,0.011559637
184,11.90013494,0.011738519
185,11.92398217,0.01182324
186,11.94659471,0.011812863
187,11.96796586,0.011779358
188,11.98808928,0.011813624
189,12.00695902,0.011932283
190,12.02456948,0.011940273
191,12.04091545,0.011907039
192,12.05599207,0.011865411
193,12.06979489,0.011871478
194,12.08231981,0.012024095
195,12.09356312,0.012041283
196,12.10352149,0.012045185
197,12.11219197,0.012260475
198,12.11957199,0.012352228
199,12.12565936,0.012344979
200,12.13045228,0.012393143
201,12.13394933,0.012404086
202,12.13614947,0.01231848
203,12.13705205,0.012181431
204,12.13665681,0.012027033
205,12.13496385,0.011989415
206,12.13197369,0.012049668
207,12.1276872,0.012117491
208,12.12210566,0.012042536
209,12.11523072,0.011970914
210,12.10706442,0.011951185
211,12.09760918,0.012078597
212,12.0868678,0.012174155
213,12.07484347,0.012203009
214,12.06153974,0.012289722
215,12.04696056,0.012215523
216,12.03111025,0.01205741
217,12.0139935,0.011891622
218,11.99561539,0.011878344
219,11.97598137,0.011912478
220,11.95509724,0.011964543
221,11.93296921,0.012002907
222,11.90960382,0.011932099
223,11.88500801,0.011858506
224,11.85918905,0.011683515
225,11.83215461,0.011530608
226,11.80391268,0.011599391
227,11.77447164,0.011742761
228,11.74384022,0.011678834
229,11.71202748,0.011662797
230,11.67904286,0.011759586
231,11.64489614,0.011701085
232,11.60959742,0.01164662
233,11.57315717,0.011503399
234,11.53558619,0.011306368
235,11.49689561,0.011290199
236,11.45709689,0.011454352
237,11.41620183,0.011520027
238,11.37422255,0.011482277
239,11.33117149,0.011462038
240,11.28706139,0.011429967
241,11.24190534,0.011250943
242,11.19571672,0.011166476
243,11.1485092,0.011061243
244,11.10029678,0.011028482
245,11.05109375,0.010948526
246,11.00091469,0.010838998
247,10.94977446,0.01059956
248,10.89768822,0.010407826
249,10.8446714,0.010320262
250,10.79073971,0.010317541
251,10.73590914,0.010310772
252,10.68019594,0.010247534
253,10.6236166,0.010029996
254,10.5661879,0.009883021
255,10.50792685,0.0098373
256,10.44885072,0.009909196
257,10.38897701,0.009915224
258,10.32832347,0.009784894
259,10.26690806,0.009716115
260,10.204749,0.009782408
261,10.14186469,0.009638308
262,10.07827376,0.009467127
263,10.01399508,0.009377649
264,9.949047669,0.009279452
265,9.883450787,0.009158494
266,9.817223869,0.00911568
267,9.750386539,0.009031325
268,9.682958602,0.008879186
269,9.614960038,0.008788303
270,9.546410998,0.008619167
271,9.477331793,0.008197936
272,9.407742894,0.008006226
273,9.337664921,0.008085796
274,9.267118639,0.008233841
275,9.196124953,0.008217924
276,9.124704901,0.008165709
277,9.052879644,0.00799546
278,8.980670467,0.007827565
279,8.908098767,0.007754498
280,8.835186049,0.007690594
281,8.761953917,0.007706442
282,8.688424073,0.007707806
283,8.614618304,0.007529573
284,8.540558481,0.007361889
285,8.46626655,0.007263314
286,8.391764524,0.007044775
287,8.317074481,0.006678198
288,8.242218553,0.006453743
289,8.16721892,0.006261472
290,8.092097807,0.006337894
291,8.016877475,0.006570393
292,7.941580212,0.006695813
293,7.86622833,0.006748271
294,7.790844159,0.006650546
295,7.715450036,0.006465942
296,7.640068301,0.00629009
297,7.564721293,0.006157045
298,7.489431338,0.006184821
299,7.414220746,0.006150549
300,7.339111803,0.00601057
301,7.264126767,0.005863638
302,7.189287856,0.005937021
303,7.114617247,0.005862847
304,7.040137068,0.005740413
305,6.965869386,0.005679511
306,6.891836211,0.005522657
307,6.818059479,0.005717503
308,6.744561052,0.005896219
309,6.67136271,0.005675197
310,6.598486142,0.005408261
311,6.525952943,0.005320444
312,6.453784607,0.005327197
313,6.382002519,0.005209907
314,6.310627948,0.005169494
315,6.239682046,0.005079377
316,6.169185835,0.004766086
317,6.099160204,0.004824816
318,6.029625903,0.004999497
319,5.960603537,0.004880282
320,5.892113559,0.004690177
321,5.824176264,0.004568497
322,5.756811784,0.004542615
323,5.690040078,0.004587629
324,5.623880935,0.004725822
325,5.558353957,0.004629739
326,5.493478563,0.004577711
327,5.429273975,0.004551868
328,5.36575922,0.004408274
329,5.302953118,0.004474926
330,5.240874279,0.004331433
331,5.1795411,0.004286678
332,5.118971754,0.004373552
333,5.059184189,0.004465986
334,5.000196123,0.004205075
335,4.942025033,0.00397991
336,4.884688158,0.003993948
337,4.828202488,0.004069803
338,4.772584761,0.004006084
339,4.717851457,0.003855794
340,4.664018795,0.003892942
341,4.611102727,0.003877586
342,4.559118933,0.00390261
343,4.508082816,0.003941851
344,4.458009501,0.003947791
345,4.408913825,0.004017965
346,4.360810336,0.004105814
347,4.313713287,0.004144426
348,4.267636636,0.003897295
349,4.222594035,0.003727115
350,4.178598832,0.0037721
351,4.135664062,0.003694665
352,4.09380245,0.00363446
353,4.053026399,0.003671711
354,4.013347992,0.003776121
355,3.974778986,0.003999552
356,3.937330811,0.003903017
357,3.901014563,0.003772332
358,3.865841004,0.003624389
359,3.831820556,0.003601448
360,3.7989633,0.00368875
361,3.767278972,0.003779638
362,3.736776962,0.003872459
363,3.707466307,0.003813326
364,3.679355693,0.003747534
365,3.65245345,0.003872765
